TransactionID,Date,ProductName,Category,Region,SalesChannel,Quantity,UnitPrice,TotalAmount,PaymentMode,CustomerID
TXN001536,12/24/2024,Basmati Rice 5kg,Grocery,South,Online,3,510.55,1531.65,UPI,CUST0364
TXN002272,12/24/2024,Wheat Flour 5kg,Grocery,North,Online,3,203.29,609.87,Credit Card,CUST0244
TXN002121,12/24/2024,Non-Stick Pan,Home & Kitchen,West,Offline,1,1196.89,1196.89,Cash,CUST0262
TXN005454,12/24/2024,Sunscreen SPF50,Beauty & Personal Care,South,Offline,1,552.03,552.03,UPI,CUST0503
TXN003953,12/24/2024,Sunflower Oil 1L,Grocery,West,Offline,3,186.89,560.67,UPI,CUST0686
TXN001937,12/24/2024,Bluetooth Speaker,Electronics,East,Online,3,1703.92,5111.76,UPI,CUST0893
TXN005332,12/24/2024,Smartwatch,Electronics,North,Online,2,4124,8248,Cash,CUST0808
TXN001848,12/24/2024,Laptop Bag,Electronics,North,Online,1,1260.54,1260.54,UPI,CUST0140
TXN003927,12/25/2024,Wheat Flour 5kg,Grocery,North,Online,2,266.74,533.48,UPI,CUST0594
TXN000882,12/25/2024,Non-Stick Pan,Home & Kitchen,North,Online,3,933.91,2801.73,Cash,CUST0803
TXN004876,12/25/2024,LED TV 32in,Electronics,South,Online,1,15315.58,15315.58,UPI,CUST0350
TXN005578,12/25/2024,Pressure Cooker,Home & Kitchen,East,Offline,2,2224.88,4449.76,Cash,CUST0115
TXN001347,12/25/2024,Perfume 100ml,Beauty & Personal Care,North,Offline,1,1926.6,1926.6,UPI,CUST0060
TXN003370,12/25/2024,Power Bank 10000mAh,Electronics,West,Online,3,1538.75,4616.25,Net Banking,CUST0837
TXN003308,12/25/2024,Formal Shirt,Clothing,East,Online,4,1192.24,4768.96,Credit Card,CUST0482
TXN000557,12/25/2024,Formal Shirt,Clothing,North,Online,4,746.87,2987.48,UPI,CUST0591
TXN002582,12/25/2024,Bed Sheet Set,Home & Kitchen,East,Online,3,1590.63,4771.89,UPI,CUST0506
TXN003881,12/25/2024,Hair Oil,Beauty & Personal Care,West,Offline,1,187.16,187.16,UPI,CUST0066
TXN004167,12/25/2024,Bluetooth Speaker,Electronics,South,Online,1,3184,3184,Credit Card,CUST0436
TXN000965,12/25/2024,Laptop Bag,Electronics,North,Offline,2,1208.77,2417.54,Credit Card,CUST0882
TXN004249,12/25/2024,Toor Dal 1kg,Grocery,South,Online,1,175.24,175.24,UPI,CUST0533
TXN001534,12/25/2024,LED TV 32in,Electronics,West,Online,2,10148.18,20296.36,UPI,CUST0262
TXN005968,12/25/2024,Power Bank 10000mAh,Electronics,South,Offline,5,1224.65,6123.25,Credit Card,CUST0174
TXN003952,12/25/2024,Formal Shirt,Clothing,West,Offline,2,909.23,1818.46,UPI,CUST0356
TXN000865,12/26/2024,Bluetooth Speaker,Electronics,East,Online,1,3328.17,3328.17,UPI,CUST0141
TXN001999,12/26/2024,Sunscreen SPF50,Beauty & Personal Care,South,Offline,1,568.67,568.67,Credit Card,CUST0393
TXN000879,12/26/2024,Kids Hoodie,Clothing,West,Online,4,580.13,2320.52,UPI,CUST0242
TXN004479,12/26/2024,Formal Shirt,Clothing,North,Offline,2,1404.94,2809.88,Credit Card,CUST0721
TXN004916,12/26/2024,Winter Jacket,Clothing,East,Online,1,3205.4,3205.4,UPI,CUST0054
TXN000659,12/26/2024,Bed Sheet Set,Home & Kitchen,West,Online,2,1523.62,3047.24,Credit Card,CUST0749
TXN004270,12/26/2024,Kids Hoodie,Clothing,South,Offline,1,847.33,847.33,Cash,CUST0681
TXN001502,12/26/2024,Hair Oil,Beauty & Personal Care,East,Offline,2,218.35,436.7,Net Banking,CUST0070
TXN002689,12/27/2024,LED TV 32in,Electronics,East,Online,3,13580.44,40741.32,Credit Card,CUST0121
TXN000461,12/27/2024,Kids Hoodie,Clothing,North,Offline,2,855.12,1710.24,Net Banking,CUST0810
TXN004488,12/27/2024,Body Lotion,Beauty & Personal Care,East,Offline,1,343.6,343.6,Credit Card,CUST0861
TXN002404,12/27/2024,Women's Kurti,Clothing,West,Offline,3,1225.56,3676.68,Credit Card,CUST0288
TXN004054,12/27/2024,Wheat Flour 5kg,Grocery,South,Online,1,331.29,331.29,UPI,CUST0576
TXN004961,12/27/2024,Non-Stick Pan,Home & Kitchen,East,Online,1,1048.3,1048.3,Credit Card,CUST0413
TXN004452,12/27/2024,Denim Jeans,Clothing,East,Online,1,1048.25,1048.25,UPI,CUST0894
TXN004755,12/27/2024,Perfume 100ml,Beauty & Personal Care,South,Online,1,1525.44,1525.44,UPI,CUST0121
TXN003582,12/27/2024,Bed Sheet Set,Home & Kitchen,North,Offline,2,1485.44,2970.88,Credit Card,CUST0432
TXN001565,12/27/2024,Wheat Flour 5kg,Grocery,South,Online,2,279.84,559.68,Net Banking,CUST0532
TXN003119,12/27/2024,Face Wash,Beauty & Personal Care,West,Offline,1,310.46,310.46,Credit Card,CUST0268
TXN001917,12/27/2024,Toor Dal 1kg,Grocery,East,Online,3,132.78,398.34,Credit Card,CUST0451
TXN005988,12/27/2024,Men's T-Shirt,Clothing,South,Offline,2,484.23,968.46,Credit Card,CUST0326
TXN001072,12/27/2024,Sunflower Oil 1L,Grocery,East,Offline,1,171.85,171.85,Credit Card,CUST0742
TXN005109,12/27/2024,Mixer Grinder,Home & Kitchen,South,Offline,2,3826.89,7653.78,UPI,CUST0533
TXN001331,12/27/2024,Wireless Earbuds,Electronics,East,Online,3,1736.73,5210.19,UPI,CUST0660
TXN003644,12/27/2024,Men's T-Shirt,Clothing,North,Offline,1,824.78,824.78,Cash,CUST0259
TXN005735,12/27/2024,Shampoo 400ml,Beauty & Personal Care,West,Online,1,302.16,302.16,UPI,CUST0541
TXN004143,12/27/2024,Denim Jeans,Clothing,North,Offline,3,1957.56,5872.68,Cash,CUST0184
TXN002815,12/27/2024,Perfume 100ml,Beauty & Personal Care,East,Offline,2,1862.59,3725.18,UPI,CUST0891
TXN004552,12/27/2024,Face Wash,Beauty & Personal Care,North,Offline,2,412.77,825.54,UPI,CUST0228
TXN000783,12/27/2024,Men's T-Shirt,Clothing,East,Online,3,573.71,1721.13,Credit Card,CUST0542
TXN003327,12/28/2024,Power Bank 10000mAh,Electronics,North,Offline,1,1716.75,1716.75,UPI,CUST0337
TXN002313,12/28/2024,Bed Sheet Set,Home & Kitchen,West,Online,3,1014.41,3043.23,Net Banking,CUST0173
TXN004587,12/28/2024,Laptop Bag,Electronics,East,Online,2,1166.48,2332.96,Credit Card,CUST0215
TXN002323,12/28/2024,Perfume 100ml,Beauty & Personal Care,East,Offline,4,1078.16,4312.64,Credit Card,CUST0077
TXN002528,12/28/2024,Kids Hoodie,Clothing,East,Online,1,1159.09,1159.09,Cash,CUST0533
TXN001299,12/28/2024,Non-Stick Pan,Home & Kitchen,South,Online,2,1181.88,2363.76,Credit Card,CUST0486
TXN004262,12/28/2024,Bluetooth Speaker,Electronics,South,Offline,1,1714.56,1714.56,Cash,CUST0042
TXN000249,12/28/2024,Formal Shirt,Clothing,East,Online,2,913.75,1827.5,UPI,CUST0758
TXN003820,12/28/2024,Denim Jeans,Clothing,West,Offline,1,833.4,833.4,Net Banking,CUST0814
TXN000341,12/28/2024,Shampoo 400ml,Beauty & Personal Care,North,Online,2,474.13,948.26,Cash,CUST0775
TXN005054,12/28/2024,Hair Oil,Beauty & Personal Care,South,Online,3,249.7,749.1,Net Banking,CUST0532
TXN001726,12/28/2024,Face Wash,Beauty & Personal Care,East,Online,3,321.38,964.14,Net Banking,CUST0854
TXN005248,12/29/2024,Shampoo 400ml,Beauty & Personal Care,East,Online,1,285.66,285.66,Credit Card,CUST0446
TXN000790,12/29/2024,Water Bottle,Home & Kitchen,East,Online,2,233.74,467.48,Credit Card,CUST0679
TXN005520,12/29/2024,Toor Dal 1kg,Grocery,South,Online,3,138.13,414.39,Credit Card,CUST0458
TXN005750,12/29/2024,Sunflower Oil 1L,Grocery,North,Online,2,123.42,246.84,UPI,CUST0766
TXN003036,12/29/2024,Toor Dal 1kg,Grocery,East,Online,1,117.46,117.46,Cash,CUST0486
TXN005099,12/29/2024,Toor Dal 1kg,Grocery,South,Online,1,120.96,120.96,Cash,CUST0444
TXN005399,12/29/2024,Water Bottle,Home & Kitchen,North,Online,1,375.7,375.7,UPI,CUST0634
TXN003002,12/29/2024,Face Wash,Beauty & Personal Care,East,Offline,2,218.39,436.78,Credit Card,CUST0353
TXN000898,12/29/2024,Sunscreen SPF50,Beauty & Personal Care,West,Offline,1,314.93,314.93,Credit Card,CUST0070
TXN000104,12/29/2024,Hair Oil,Beauty & Personal Care,South,Offline,1,110.06,110.06,UPI,CUST0647
TXN004827,12/29/2024,Toor Dal 1kg,Grocery,East,Offline,2,127.45,254.9,UPI,CUST0189
TXN003455,12/29/2024,Power Bank 10000mAh,Electronics,East,Online,1,1335.7,1335.7,UPI,CUST0482
TXN004382,12/29/2024,Sunflower Oil 1L,Grocery,South,Online,1,205.59,205.59,Cash,CUST0444
TXN000714,12/29/2024,LED TV 32in,Electronics,South,Online,1,12675.7,12675.7,UPI,CUST0293
TXN000591,12/29/2024,Perfume 100ml,Beauty & Personal Care,West,Online,1,1935.41,1935.41,UPI,CUST0227
TXN001389,12/29/2024,LED Bulb Pack,Home & Kitchen,South,Offline,3,209.15,627.45,UPI,CUST0442
TXN003834,12/29/2024,Formal Shirt,Clothing,East,Offline,3,1511.51,4534.53,UPI,CUST0821
TXN003949,12/29/2024,Sugar 1kg,Grocery,West,Offline,1,53.65,53.65,Net Banking,CUST0679
TXN000517,12/30/2024,Sugar 1kg,Grocery,North,Offline,5,45.88,229.4,UPI,CUST0039
TXN002346,12/30/2024,Shampoo 400ml,Beauty & Personal Care,West,Offline,4,319.44,1277.76,UPI,CUST0163
TXN001914,12/30/2024,Smartwatch,Electronics,South,Offline,3,5461.68,16385.04,UPI,CUST0155
TXN002854,12/30/2024,Power Bank 10000mAh,Electronics,South,Online,3,1292.62,3877.86,Credit Card,CUST0593
TXN001289,12/30/2024,Bed Sheet Set,Home & Kitchen,West,Offline,5,1002.99,5014.95,Cash,CUST0706
TXN004457,12/30/2024,Face Wash,Beauty & Personal Care,North,Offline,2,361.17,722.34,UPI,CUST0160
TXN004894,12/30/2024,Face Wash,Beauty & Personal Care,East,Online,1,440.28,440.28,Credit Card,CUST0811
TXN003872,12/30/2024,Sugar 1kg,Grocery,North,Offline,3,51.04,153.12,Cash,CUST0377
TXN004674,12/30/2024,Wireless Earbuds,Electronics,South,Online,1,2987.36,2987.36,UPI,CUST0549
TXN005605,12/30/2024,Winter Jacket,Clothing,West,Online,1,2779.09,2779.09,UPI,CUST0081
TXN001573,12/30/2024,Winter Jacket,Clothing,West,Online,1,3324.99,3324.99,UPI,CUST0808
TXN004841,12/30/2024,Shampoo 400ml,Beauty & Personal Care,South,Offline,1,334.06,334.06,Cash,CUST0796
TXN004704,12/30/2024,Sunscreen SPF50,Beauty & Personal Care,North,Online,3,371.72,1115.16,Net Banking,CUST0555
TXN001348,12/30/2024,Denim Jeans,Clothing,South,Online,2,1267.68,2535.36,Credit Card,CUST0741
TXN000417,12/30/2024,Sunflower Oil 1L,Grocery,North,Offline,3,149.45,448.35,Cash,CUST0474
TXN000259,12/30/2024,Shampoo 400ml,Beauty & Personal Care,North,Offline,4,236.02,944.08,Net Banking,CUST0778
TXN005394,12/30/2024,Pressure Cooker,Home & Kitchen,West,Offline,3,1448.97,4346.91,UPI,CUST0286
TXN000174,12/30/2024,Men's T-Shirt,Clothing,East,Online,3,693.31,2079.93,UPI,CUST0015
TXN003128,12/30/2024,Basmati Rice 5kg,Grocery,East,Online,2,414.47,828.94,Net Banking,CUST0151
TXN002294,12/30/2024,LED Bulb Pack,Home & Kitchen,West,Offline,1,175.91,175.91,UPI,CUST0297
TXN001548,12/31/2024,Body Lotion,Beauty & Personal Care,South,Offline,5,244.67,1223.35,UPI,CUST0187
TXN000529,12/31/2024,Power Bank 10000mAh,Electronics,North,Online,1,780.57,780.57,UPI,CUST0541
TXN001464,12/31/2024,Sunscreen SPF50,Beauty & Personal Care,South,Online,2,343.85,687.7,Credit Card,CUST0445
TXN005318,12/31/2024,Men's T-Shirt,Clothing,East,Online,4,705.84,2823.36,Credit Card,CUST0337
TXN003875,12/31/2024,Laptop Bag,Electronics,West,Offline,1,1681.31,1681.31,UPI,CUST0306
TXN005095,12/31/2024,Bluetooth Speaker,Electronics,North,Offline,1,2907.42,2907.42,Credit Card,CUST0070
TXN001691,12/31/2024,Formal Shirt,Clothing,West,Online,1,1159.92,1159.92,UPI,CUST0733
TXN001148,12/31/2024,Kids Hoodie,Clothing,East,Offline,3,536.8,1610.4,UPI,CUST0616
TXN002813,1/1/2025,Shampoo 400ml,Beauty & Personal Care,North,Online,1,422.6,422.6,Cash,CUST0615
TXN003475,1/1/2025,Power Bank 10000mAh,Electronics,East,Online,2,1495.52,2991.04,Credit Card,CUST0465
TXN001308,1/1/2025,Smartwatch,Electronics,North,Online,4,5195.91,20783.64,Credit Card,CUST0766
TXN000210,1/1/2025,Sugar 1kg,Grocery,East,Online,1,59.9,59.9,Cash,CUST0145
TXN004239,1/1/2025,Bed Sheet Set,Home & Kitchen,South,Online,2,785.59,1571.18,Net Banking,CUST0582
TXN003156,1/1/2025,Winter Jacket,Clothing,South,Online,1,2735.87,2735.87,UPI,CUST0013
TXN003187,1/1/2025,Smartwatch,Electronics,East,Offline,5,3568.11,17840.55,UPI,CUST0126
TXN003775,1/1/2025,Face Wash,Beauty & Personal Care,West,Online,3,390.31,1170.93,Cash,CUST0382
TXN001645,1/1/2025,Winter Jacket,Clothing,East,Offline,3,3063.74,9191.22,Net Banking,CUST0085
TXN003415,1/1/2025,Sunscreen SPF50,Beauty & Personal Care,East,Offline,1,405.03,405.03,UPI,CUST0866
TXN002831,1/1/2025,Laptop Bag,Electronics,East,Online,3,1303.15,3909.45,UPI,CUST0141
TXN004931,1/1/2025,Sunscreen SPF50,Beauty & Personal Care,West,Offline,1,438.08,438.08,Net Banking,CUST0895
TXN003971,1/1/2025,Non-Stick Pan,Home & Kitchen,West,Online,2,1035.52,2071.04,Credit Card,CUST0358
TXN004481,1/1/2025,Sunscreen SPF50,Beauty & Personal Care,West,Online,3,267.88,803.64,Net Banking,CUST0215
TXN004962,1/1/2025,Hair Oil,Beauty & Personal Care,North,Online,1,101.45,101.45,UPI,CUST0470
TXN004179,1/1/2025,LED Bulb Pack,Home & Kitchen,North,Online,2,374.07,748.14,Credit Card,CUST0442
TXN000996,1/1/2025,Hair Oil,Beauty & Personal Care,East,Online,1,334.05,334.05,Net Banking,CUST0648
TXN004714,1/1/2025,Women's Kurti,Clothing,South,Online,1,1264.38,1264.38,Cash,CUST0232
TXN000160,1/1/2025,Sunscreen SPF50,Beauty & Personal Care,North,Online,3,370.35,1111.05,Net Banking,CUST0533
TXN001318,1/1/2025,Sugar 1kg,Grocery,South,Offline,1,40.6,40.6,Net Banking,CUST0258
TXN003056,1/2/2025,Sugar 1kg,Grocery,East,Offline,2,47.68,95.36,Cash,CUST0774
TXN003687,1/2/2025,Water Bottle,Home & Kitchen,North,Online,1,218.14,218.14,Credit Card,CUST0366
TXN005630,1/2/2025,Sunscreen SPF50,Beauty & Personal Care,South,Offline,2,365.23,730.46,Credit Card,CUST0750
TXN002739,1/2/2025,Women's Kurti,Clothing,South,Offline,1,958.85,958.85,UPI,CUST0265
TXN003022,1/2/2025,Sugar 1kg,Grocery,West,Offline,1,54,54,Credit Card,CUST0369
TXN004408,1/2/2025,Men's T-Shirt,Clothing,West,Offline,1,865.08,865.08,Credit Card,CUST0363
TXN004052,1/2/2025,Perfume 100ml,Beauty & Personal Care,South,Online,2,1056.22,2112.44,UPI,CUST0051
TXN005175,1/2/2025,Formal Shirt,Clothing,East,Online,1,628.09,628.09,Credit Card,CUST0274
TXN002935,1/2/2025,Denim Jeans,Clothing,South,Online,2,877.86,1755.72,Net Banking,CUST0418
TXN005124,1/2/2025,Hair Oil,Beauty & Personal Care,West,Offline,1,275.95,275.95,Net Banking,CUST0095
TXN002565,1/2/2025,Men's T-Shirt,Clothing,North,Offline,1,345.06,345.06,Cash,CUST0173
TXN001448,1/2/2025,Water Bottle,Home & Kitchen,West,Offline,2,197.11,394.22,Credit Card,CUST0329
TXN003716,1/2/2025,Sunflower Oil 1L,Grocery,West,Online,3,138.43,415.29,UPI,CUST0281
TXN001122,1/2/2025,Formal Shirt,Clothing,South,Online,1,658.98,658.98,UPI,CUST0499
TXN005106,1/2/2025,Face Wash,Beauty & Personal Care,East,Online,2,355.72,711.44,Cash,CUST0854
TXN003997,1/2/2025,Pressure Cooker,Home & Kitchen,East,Online,5,911.61,4558.05,Net Banking,CUST0140
TXN002150,1/2/2025,Denim Jeans,Clothing,South,Online,4,1175.65,4702.6,UPI,CUST0248
TXN003546,1/2/2025,Perfume 100ml,Beauty & Personal Care,East,Online,1,2124.33,2124.33,Credit Card,CUST0871
TXN000462,1/2/2025,Shampoo 400ml,Beauty & Personal Care,West,Online,3,358.89,1076.67,UPI,CUST0199
TXN002766,1/2/2025,Sunflower Oil 1L,Grocery,East,Offline,1,210.29,210.29,UPI,CUST0402
TXN002331,1/2/2025,Bluetooth Speaker,Electronics,East,Offline,3,2129.84,6389.52,Credit Card,CUST0470
TXN004519,1/2/2025,Men's T-Shirt,Clothing,West,Online,1,441.32,441.32,Credit Card,CUST0447
TXN001241,1/2/2025,Bluetooth Speaker,Electronics,North,Offline,1,3487.97,3487.97,Credit Card,CUST0728
TXN001378,1/3/2025,Sugar 1kg,Grocery,North,Offline,1,52.72,52.72,UPI,CUST0462
TXN004935,1/3/2025,Women's Kurti,Clothing,West,Offline,3,1355.29,4065.87,Net Banking,CUST0711
TXN002472,1/3/2025,Sunscreen SPF50,Beauty & Personal Care,South,Online,2,558.4,1116.8,UPI,CUST0519
TXN001394,1/3/2025,Smartwatch,Electronics,South,Online,2,2102.25,4204.5,Cash,CUST0470
TXN004661,1/3/2025,Wheat Flour 5kg,Grocery,East,Offline,3,237.01,711.03,UPI,CUST0309
TXN001160,1/3/2025,LED Bulb Pack,Home & Kitchen,North,Online,4,348.81,1395.24,Credit Card,CUST0486
TXN003336,1/3/2025,Perfume 100ml,Beauty & Personal Care,East,Offline,1,1993.12,1993.12,Cash,CUST0281
TXN003533,1/3/2025,Mixer Grinder,Home & Kitchen,South,Online,1,3914.33,3914.33,Net Banking,CUST0436
TXN005209,1/3/2025,Non-Stick Pan,Home & Kitchen,South,Online,1,483.83,483.83,UPI,CUST0188
TXN002486,1/3/2025,Mixer Grinder,Home & Kitchen,East,Online,1,3954.3,3954.3,Net Banking,CUST0786
TXN003226,1/3/2025,Shampoo 400ml,Beauty & Personal Care,West,Online,1,386.76,386.76,UPI,CUST0576
TXN003219,1/3/2025,Perfume 100ml,Beauty & Personal Care,East,Online,1,1483.15,1483.15,Net Banking,CUST0138
TXN003852,1/3/2025,Mixer Grinder,Home & Kitchen,North,Offline,1,2742.13,2742.13,UPI,CUST0406
TXN000745,1/4/2025,Pressure Cooker,Home & Kitchen,East,Online,2,1468.49,2936.98,UPI,CUST0086
TXN003368,1/4/2025,Toor Dal 1kg,Grocery,East,Online,3,119.5,358.5,Credit Card,CUST0056
TXN001853,1/4/2025,Sunscreen SPF50,Beauty & Personal Care,East,Offline,1,304.48,304.48,Credit Card,CUST0244
TXN000712,1/4/2025,Basmati Rice 5kg,Grocery,West,Online,1,561.99,561.99,UPI,CUST0552
TXN003903,1/4/2025,Hair Oil,Beauty & Personal Care,North,Online,2,110.8,221.6,UPI,CUST0808
TXN002151,1/4/2025,Perfume 100ml,Beauty & Personal Care,West,Online,3,1800.5,5401.5,Credit Card,CUST0197
TXN000033,1/4/2025,Laptop Bag,Electronics,West,Offline,1,1209.39,1209.39,UPI,CUST0882
TXN003544,1/4/2025,Sunflower Oil 1L,Grocery,North,Offline,1,149.52,149.52,Credit Card,CUST0368
TXN005948,1/4/2025,Body Lotion,Beauty & Personal Care,East,Online,2,460.83,921.66,Credit Card,CUST0411
TXN002427,1/5/2025,Toor Dal 1kg,Grocery,East,Offline,1,131.43,131.43,Cash,CUST0717
TXN005982,1/5/2025,Bed Sheet Set,Home & Kitchen,West,Offline,2,1247.6,2495.2,Credit Card,CUST0197
TXN000916,1/5/2025,Mixer Grinder,Home & Kitchen,West,Online,3,3762.11,11286.33,Credit Card,CUST0861
TXN003442,1/5/2025,Sunscreen SPF50,Beauty & Personal Care,North,Offline,2,536.22,1072.44,UPI,CUST0051
TXN003831,1/5/2025,Winter Jacket,Clothing,East,Online,2,2174.19,4348.38,UPI,CUST0117
TXN001141,1/5/2025,Women's Kurti,Clothing,East,Online,1,1092.2,1092.2,Credit Card,CUST0758
TXN004420,1/5/2025,LED TV 32in,Electronics,West,Online,2,13472.74,26945.48,UPI,CUST0509
TXN002000,1/5/2025,Shampoo 400ml,Beauty & Personal Care,South,Online,1,434.29,434.29,UPI,CUST0036
TXN001720,1/5/2025,Power Bank 10000mAh,Electronics,North,Online,1,1599.34,1599.34,Cash,CUST0280
TXN000473,1/5/2025,Body Lotion,Beauty & Personal Care,West,Offline,5,396.07,1980.35,Credit Card,CUST0760
TXN000411,1/5/2025,Sugar 1kg,Grocery,East,Offline,2,51.26,102.52,Net Banking,CUST0075
TXN000949,1/5/2025,LED Bulb Pack,Home & Kitchen,East,Online,3,324.01,972.03,Credit Card,CUST0792
TXN004403,1/5/2025,Toor Dal 1kg,Grocery,West,Offline,1,163.84,163.84,Credit Card,CUST0679
TXN003642,1/5/2025,Water Bottle,Home & Kitchen,East,Online,1,350.85,350.85,UPI,CUST0470
TXN001874,1/5/2025,Wireless Earbuds,Electronics,South,Online,4,3383.8,13535.2,Net Banking,CUST0419
TXN002008,1/5/2025,Sunscreen SPF50,Beauty & Personal Care,East,Offline,1,425.14,425.14,Net Banking,CUST0218
TXN002720,1/5/2025,Wheat Flour 5kg,Grocery,West,Offline,1,345.92,345.92,Net Banking,CUST0166
TXN004436,1/5/2025,Shampoo 400ml,Beauty & Personal Care,South,Online,1,191.08,191.08,Credit Card,CUST0840
TXN001628,1/6/2025,Shampoo 400ml,Beauty & Personal Care,South,Offline,4,375.21,1500.84,Credit Card,CUST0848
TXN000501,1/6/2025,Wireless Earbuds,Electronics,North,Online,1,2316.84,2316.84,Net Banking,CUST0158
TXN002179,1/6/2025,Shampoo 400ml,Beauty & Personal Care,South,Online,3,415.85,1247.55,UPI,CUST0147
TXN001600,1/6/2025,Kids Hoodie,Clothing,North,Online,1,694.23,694.23,Net Banking,CUST0382
TXN001329,1/6/2025,Smartwatch,Electronics,East,Online,1,2514.8,2514.8,UPI,CUST0268
TXN005813,1/6/2025,Sugar 1kg,Grocery,West,Online,2,40.59,81.18,Net Banking,CUST0616
TXN001091,1/6/2025,Kids Hoodie,Clothing,East,Online,1,893.44,893.44,Credit Card,CUST0680
TXN003288,1/6/2025,Body Lotion,Beauty & Personal Care,South,Online,1,417.75,417.75,Net Banking,CUST0509
TXN001211,1/6/2025,Kids Hoodie,Clothing,South,Online,4,958.05,3832.2,UPI,CUST0135
TXN005566,1/6/2025,Pressure Cooker,Home & Kitchen,South,Online,1,2452.84,2452.84,UPI,CUST0053
TXN005337,1/6/2025,Body Lotion,Beauty & Personal Care,West,Online,2,490.56,981.12,UPI,CUST0545
TXN001886,1/6/2025,Wheat Flour 5kg,Grocery,North,Online,1,235.91,235.91,Net Banking,CUST0230
TXN004781,1/6/2025,Wireless Earbuds,Electronics,North,Online,1,1330.26,1330.26,Net Banking,CUST0227
TXN004460,1/6/2025,Smartwatch,Electronics,South,Offline,1,4224.43,4224.43,UPI,CUST0451
TXN003607,1/6/2025,Winter Jacket,Clothing,South,Online,1,2261.4,2261.4,UPI,CUST0649
TXN001048,1/7/2025,Perfume 100ml,Beauty & Personal Care,South,Online,4,2130.82,8523.28,Credit Card,CUST0140
TXN005506,1/7/2025,Hair Oil,Beauty & Personal Care,East,Offline,4,233.5,934,Net Banking,CUST0794
TXN003900,1/7/2025,Power Bank 10000mAh,Electronics,South,Online,4,1454.69,5818.76,Cash,CUST0537
TXN003916,1/7/2025,Sunscreen SPF50,Beauty & Personal Care,West,Offline,1,434.47,434.47,Credit Card,CUST0828
TXN001016,1/7/2025,Winter Jacket,Clothing,East,Offline,2,2831.15,5662.3,UPI,CUST0632
TXN004254,1/7/2025,Laptop Bag,Electronics,North,Offline,3,1625.96,4877.88,Credit Card,CUST0676
TXN002544,1/7/2025,Winter Jacket,Clothing,North,Offline,4,2079.75,8319,Credit Card,CUST0895
TXN005001,1/7/2025,Basmati Rice 5kg,Grocery,North,Online,3,656.48,1969.44,Net Banking,CUST0536
TXN002821,1/7/2025,Wheat Flour 5kg,Grocery,North,Offline,1,223.53,223.53,UPI,CUST0314
TXN001770,1/7/2025,Perfume 100ml,Beauty & Personal Care,East,Offline,1,2232.26,2232.26,Cash,CUST0281
TXN005770,1/7/2025,Shampoo 400ml,Beauty & Personal Care,West,Online,3,471.84,1415.52,UPI,CUST0123
TXN001959,1/7/2025,Body Lotion,Beauty & Personal Care,South,Online,1,262.61,262.61,Cash,CUST0036
TXN000436,1/7/2025,Shampoo 400ml,Beauty & Personal Care,East,Offline,5,491.09,2455.45,Credit Card,CUST0552
TXN001610,1/7/2025,Non-Stick Pan,Home & Kitchen,North,Offline,2,659.01,1318.02,Credit Card,CUST0797
TXN001517,1/7/2025,Sugar 1kg,Grocery,East,Offline,2,41.23,82.46,Cash,CUST0359
TXN003652,1/7/2025,Sugar 1kg,Grocery,West,Online,4,53.99,215.96,Cash,CUST0019
TXN001498,1/7/2025,Shampoo 400ml,Beauty & Personal Care,East,Offline,1,184.52,184.52,Net Banking,CUST0028
TXN002064,1/7/2025,Winter Jacket,Clothing,South,Offline,2,1630,3260,Cash,CUST0872
TXN002108,1/7/2025,Women's Kurti,Clothing,South,Online,4,620.19,2480.76,Credit Card,CUST0012
TXN003452,1/7/2025,Basmati Rice 5kg,Grocery,West,Online,2,372.73,745.46,UPI,CUST0523
TXN004367,1/7/2025,Mixer Grinder,Home & Kitchen,East,Online,1,2972.86,2972.86,Cash,CUST0264
TXN005648,1/8/2025,Kids Hoodie,Clothing,South,Online,2,1023.43,2046.86,UPI,CUST0454
TXN001034,1/8/2025,Pressure Cooker,Home & Kitchen,West,Online,2,1008.07,2016.14,Credit Card,CUST0524
TXN005244,1/8/2025,Laptop Bag,Electronics,North,Online,3,1294.28,3882.84,Net Banking,CUST0781
TXN002451,1/8/2025,LED Bulb Pack,Home & Kitchen,East,Offline,2,178.11,356.22,Net Banking,CUST0204
TXN001515,1/8/2025,Bluetooth Speaker,Electronics,West,Offline,4,1838.2,7352.8,Credit Card,CUST0460
TXN000832,1/8/2025,Bluetooth Speaker,Electronics,North,Online,1,2377.11,2377.11,UPI,CUST0533
TXN000539,1/8/2025,LED Bulb Pack,Home & Kitchen,West,Offline,1,167.45,167.45,Credit Card,CUST0193
TXN001935,1/8/2025,Laptop Bag,Electronics,West,Online,1,1744.27,1744.27,Credit Card,CUST0368
TXN004715,1/8/2025,Bluetooth Speaker,Electronics,North,Online,1,1368.35,1368.35,Credit Card,CUST0391
TXN000799,1/8/2025,LED TV 32in,Electronics,East,Offline,1,9954.83,9954.83,Cash,CUST0854
TXN005964,1/8/2025,Laptop Bag,Electronics,East,Online,1,784.78,784.78,UPI,CUST0074
TXN001112,1/8/2025,Face Wash,Beauty & Personal Care,West,Online,1,319.68,319.68,Net Banking,CUST0056
TXN002649,1/8/2025,Face Wash,Beauty & Personal Care,South,Online,3,350.68,1052.04,UPI,CUST0273
TXN003210,1/8/2025,Sugar 1kg,Grocery,South,Online,2,50.24,100.48,Cash,CUST0508
